SP_CODE;SP_NAME;MN_NAME;DC_NAME;PR_NAME
23009008;Gumzana;Mbizana;O.R.Tambo;EASTERN CAPE
23009009;Intsingizi;Mbizana;O.R.Tambo;EASTERN CAPE
23009010;Isisele;Mbizana;O.R.Tambo;EASTERN CAPE
23009011;Kayamnandi;Mbizana;O.R.Tambo;EASTERN CAPE
23009012;KuMabula;Mbizana;O.R.Tambo;EASTERN CAPE
23009013;KwaLune;Mbizana;O.R.Tambo;EASTERN CAPE
23009014;KwaMzizi;Mbizana;O.R.Tambo;EASTERN CAPE
23009015;Kwanyana;Mbizana;O.R.Tambo;EASTERN CAPE
23009016;Lala;Mbizana;O.R.Tambo;EASTERN CAPE
23009017;Lubunde;Mbizana;O.R.Tambo;EASTERN CAPE
23009018;Lugwijini;Mbizana;O.R.Tambo;EASTERN CAPE
23009019;Lukolo;Mbizana;O.R.Tambo;EASTERN CAPE
23009020;Lutatweni;Mbizana;O.R.Tambo;EASTERN CAPE
23009021;Mabuya;Mbizana;O.R.Tambo;EASTERN CAPE
23009022;Madadana;Mbizana;O.R.Tambo;EASTERN CAPE
23009023;Madikazini;Mbizana;O.R.Tambo;EASTERN CAPE
23009024;Makewini;Mbizana;O.R.Tambo;EASTERN CAPE
23009025;Mamqakweni;Mbizana;O.R.Tambo;EASTERN CAPE
23009026;Mangqofoza;Mbizana;O.R.Tambo;EASTERN CAPE
23009027;Mbongwana;Mbizana;O.R.Tambo;EASTERN CAPE
23009028;Mbongweni;Mbizana;O.R.Tambo;EASTERN CAPE
23009029;Mcayi;Mbizana;O.R.Tambo;EASTERN CAPE
23009030;Mfolozi;Mbizana;O.R.Tambo;EASTERN CAPE
23009031;Mgungundlovu;Mbizana;O.R.Tambo;EASTERN CAPE
23009032;Mhlabeni;Mbizana;O.R.Tambo;EASTERN CAPE
23009033;Mhlanga;Mbizana;O.R.Tambo;EASTERN CAPE
23009034;Mijoli;Mbizana;O.R.Tambo;EASTERN CAPE
23009035;Mnceba;Mbizana;O.R.Tambo;EASTERN CAPE
23009036;Mngungundlovu;Mbizana;O.R.Tambo;EASTERN CAPE
23009037;Moliva;Mbizana;O.R.Tambo;EASTERN CAPE
23009038;Mpambayoni;Mbizana;O.R.Tambo;EASTERN CAPE
23009039;Mpandinini;Mbizana;O.R.Tambo;EASTERN CAPE
23009040;Mpendle;Mbizana;O.R.Tambo;EASTERN CAPE
23009041;Mpindweni;Mbizana;O.R.Tambo;EASTERN CAPE
23009042;Mskeni;Mbizana;O.R.Tambo;EASTERN CAPE
23009043;Mxhosheni;Mbizana;O.R.Tambo;EASTERN CAPE
23009044;Ncejani;Mbizana;O.R.Tambo;EASTERN CAPE
23009045;Ngatule;Mbizana;O.R.Tambo;EASTERN CAPE
23009046;Ngebhu;Mbizana;O.R.Tambo;EASTERN CAPE
23009047;Nkungwini;Mbizana;O.R.Tambo;EASTERN CAPE
23009048;Nobamba;Mbizana;O.R.Tambo;EASTERN CAPE
23009049;Nodukhne;Mbizana;O.R.Tambo;EASTERN CAPE
23009050;Nodukhwe;Mbizana;O.R.Tambo;EASTERN CAPE
23009051;Nomkololwana;Mbizana;O.R.Tambo;EASTERN CAPE
23009052;Ntabamblophe;Mbizana;O.R.Tambo;EASTERN CAPE
23009053;Ntinge;Mbizana;O.R.Tambo;EASTERN CAPE
23009054;Ntlakwe;Mbizana;O.R.Tambo;EASTERN CAPE
23009055;Ntlozelo;Mbizana;O.R.Tambo;EASTERN CAPE
23009056;Ntshangwe;Mbizana;O.R.Tambo;EASTERN CAPE
23009057;Ntshingizi;Mbizana;O.R.Tambo;EASTERN CAPE
23009058;Ntsimbini;Mbizana;O.R.Tambo;EASTERN CAPE
23009059;Ntsingizi;Mbizana;O.R.Tambo;EASTERN CAPE
23009060;Ntunjeni;Mbizana;O.R.Tambo;EASTERN CAPE
23009061;Pele-Pele;Mbizana;O.R.Tambo;EASTERN CAPE
23009062;Qandashe;Mbizana;O.R.Tambo;EASTERN CAPE
23009063;Redoubt;Mbizana;O.R.Tambo;EASTERN CAPE
23009064;Santomba;Mbizana;O.R.Tambo;EASTERN CAPE
23009065;Scamba;Mbizana;O.R.Tambo;EASTERN CAPE
23009066;Sikhulu;Mbizana;O.R.Tambo;EASTERN CAPE
23009067;Sithombeni;Mbizana;O.R.Tambo;EASTERN CAPE
23009068;Tawe;Mbizana;O.R.Tambo;EASTERN CAPE
23009069;Topozo;Mbizana;O.R.Tambo;EASTERN CAPE
23009070;Xeshile;Mbizana;O.R.Tambo;EASTERN CAPE
23010000;Ntlenzi SP;Mbizana;O.R.Tambo;EASTERN CAPE
23010001;Badville;Mbizana;O.R.Tambo;EASTERN CAPE
23010002;Bisana;Mbizana;O.R.Tambo;EASTERN CAPE
23010003;Bonda;Mbizana;O.R.Tambo;EASTERN CAPE
23010004;Bukuveni;Mbizana;O.R.Tambo;EASTERN CAPE
23010005;Dudumeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010006;eChibini;Mbizana;O.R.Tambo;EASTERN CAPE
23010007;Eluphilisweni;Mbizana;O.R.Tambo;EASTERN CAPE
23010008;Esihlontlweni;Mbizana;O.R.Tambo;EASTERN CAPE
23010009;Gabeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010010;Galatyeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010011;Gqubeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010012;Gqweza Mzenge;Mbizana;O.R.Tambo;EASTERN CAPE
23010013;Gwabeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010014;KwaBha;Mbizana;O.R.Tambo;EASTERN CAPE
23010015;KwaBipa;Mbizana;O.R.Tambo;EASTERN CAPE
23010016;KwaDinda;Mbizana;O.R.Tambo;EASTERN CAPE
23010017;KwaGiniswayo;Mbizana;O.R.Tambo;EASTERN CAPE
23010018;KwaNgutyana;Mbizana;O.R.Tambo;EASTERN CAPE
23010019;Madada;Mbizana;O.R.Tambo;EASTERN CAPE
23010020;Malikeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010021;Mampingweni;Mbizana;O.R.Tambo;EASTERN CAPE
23010022;Mandlobo;Mbizana;O.R.Tambo;EASTERN CAPE
23010023;Maramzini;Mbizana;O.R.Tambo;EASTERN CAPE
23010024;Mbangweni;Mbizana;O.R.Tambo;EASTERN CAPE
23010025;Mbimba;Mbizana;O.R.Tambo;EASTERN CAPE
23010026;Mceteni;Mbizana;O.R.Tambo;EASTERN CAPE
23010027;Mdikiso;Mbizana;O.R.Tambo;EASTERN CAPE
23010028;Mpetshwa;Mbizana;O.R.Tambo;EASTERN CAPE
23010029;Ndayini;Mbizana;O.R.Tambo;EASTERN CAPE
23010030;Nhanezwe;Mbizana;O.R.Tambo;EASTERN CAPE
23010031;Nqabeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010032;Nthabamagwirha;Mbizana;O.R.Tambo;EASTERN CAPE
23010033;Ntlanezwe;Mbizana;O.R.Tambo;EASTERN CAPE
23010034;Ntshikintshane;Mbizana;O.R.Tambo;EASTERN CAPE
23010035;Ntsimbini;Mbizana;O.R.Tambo;EASTERN CAPE
23010036;Nyokweni;Mbizana;O.R.Tambo;EASTERN CAPE
23010037;Pele-Pele;Mbizana;O.R.Tambo;EASTERN CAPE
23010038;Rockville;Mbizana;O.R.Tambo;EASTERN CAPE
23010039;Rode;Mbizana;O.R.Tambo;EASTERN CAPE
23010040;Sigodlweni;Mbizana;O.R.Tambo;EASTERN CAPE
23010041;Simakadeni;Mbizana;O.R.Tambo;EASTERN CAPE
23010042;Swana;Mbizana;O.R.Tambo;EASTERN CAPE
23010043;Taleni;Mbizana;O.R.Tambo;EASTERN CAPE
23010044;Tshuze;Mbizana;O.R.Tambo;EASTERN CAPE
23010045;Xalou;Mbizana;O.R.Tambo;EASTERN CAPE
23010046;Zigodlweni;Mbizana;O.R.Tambo;EASTERN CAPE
23011000;Ntshamate SP;Mbizana;O.R.Tambo;EASTERN CAPE
23011001;Mhlanga;Mbizana;O.R.Tambo;EASTERN CAPE
23011002;Nstabayani;Mbizana;O.R.Tambo;EASTERN CAPE
23011003;Ntshamate/Magcakini;Mbizana;O.R.Tambo;EASTERN CAPE
23012000;Tsikelo SP;Mbizana;O.R.Tambo;EASTERN CAPE
23012001;Bolorwheni;Mbizana;O.R.Tambo;EASTERN CAPE
23012002;Dlungwana;Mbizana;O.R.Tambo;EASTERN CAPE
23012003;Gubetuka;Mbizana;O.R.Tambo;EASTERN CAPE
23012004;Guqa;Mbizana;O.R.Tambo;EASTERN CAPE
23012005;Gwala;Mbizana;O.R.Tambo;EASTERN CAPE
23012006;Izinini;Mbizana;O.R.Tambo;EASTERN CAPE
23012007;Kaleni;Mbizana;O.R.Tambo;EASTERN CAPE
23012008;KuCitwayo;Mbizana;O.R.Tambo;EASTERN CAPE
23012009;KwaNdunge;Mbizana;O.R.Tambo;EASTERN CAPE
23012010;Longweni;Mbizana;O.R.Tambo;EASTERN CAPE
23012011;Ludeke;Mbizana;O.R.Tambo;EASTERN CAPE
23012012;Majazi;Mbizana;O.R.Tambo;EASTERN CAPE
23012013;Mangunga;Mbizana;O.R.Tambo;EASTERN CAPE
23012014;Masweni;Mbizana;O.R.Tambo;EASTERN CAPE
23012015;Mbobeni;Mbizana;O.R.Tambo;EASTERN CAPE
23012016;Mdikiso;Mbizana;O.R.Tambo;EASTERN CAPE
23012017;Mfundeni;Mbizana;O.R.Tambo;EASTERN CAPE
23012018;Mkandlwini;Mbizana;O.R.Tambo;EASTERN CAPE
23012019;Mlambondaba;Mbizana;O.R.Tambo;EASTERN CAPE
23012020;Mmangweni;Mbizana;O.R.Tambo;EASTERN CAPE
23012021;Mt Zion;Mbizana;O.R.Tambo;EASTERN CAPE
23012022;Mtamvuma;Mbizana;O.R.Tambo;EASTERN CAPE
23012023;Ndayingana;Mbizana;O.R.Tambo;EASTERN CAPE
23012024;Ngqubushini;Mbizana;O.R.Tambo;EASTERN CAPE
23012025;Nkantlo;Mbizana;O.R.Tambo;EASTERN CAPE
23012026;Nkantolo;Mbizana;O.R.Tambo;EASTERN CAPE
23012027;Nkantsweni;Mbizana;O.R.Tambo;EASTERN CAPE
23012028;Nomganya;Mbizana;O.R.Tambo;EASTERN CAPE
23012029;Nomlacu;Mbizana;O.R.Tambo;EASTERN CAPE
23012030;Ntlamvukazi;Mbizana;O.R.Tambo;EASTERN CAPE
23012031;Qungebe;Mbizana;O.R.Tambo;EASTERN CAPE
23012032;Sikhulu;Mbizana;O.R.Tambo;EASTERN CAPE
23012033;Zihanzini;Mbizana;O.R.Tambo;EASTERN CAPE
23012034;Zizityaneni;Mbizana;O.R.Tambo;EASTERN CAPE
23013000;Xesibe SP;Mbizana;O.R.Tambo;EASTERN CAPE
23013001;Gudlintaba;Mbizana;O.R.Tambo;EASTERN CAPE
23013002;Madiba;Mbizana;O.R.Tambo;EASTERN CAPE
23013003;Mbojeni;Mbizana;O.R.Tambo;EASTERN CAPE
23013004;Mbutweni;Mbizana;O.R.Tambo;EASTERN CAPE
23013005;Mkhambathi;Mbizana;O.R.Tambo;EASTERN CAPE
23013006;Mpeni;Mbizana;O.R.Tambo;EASTERN CAPE
23013007;Mtamvuna;Mbizana;O.R.Tambo;EASTERN CAPE
23013008;Nqutu;Mbizana;O.R.Tambo;EASTERN CAPE
23013009;Ntuli;Mbizana;O.R.Tambo;EASTERN CAPE
23101000;Amacwera SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101001;Annesville;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101002;eMampondweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101003;Gqwarhu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101004;KuDebeza;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101005;KuMtunzana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101006;KuNkumba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101007;KuNyongwane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101008;Lunyingweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101009;Machi Mgxoboshane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101010;Makelikot;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101011;Mandiliva;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101012;Mangqa;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101013;Mapusini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101014;Matshona;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101015;Mdini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101016;Mgwedleni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101017;Mkhonqo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101018;Mnxengazi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101019;Mpindweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101020;Mpoza;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101021;Mqatyeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101022;Mtonjeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101023;Mzeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101024;Ngonjini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101025;Ngqobosi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101026;Ngwalala;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101027;Nomxhathalala;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101028;Nqoki;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101029;Nyabeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101030;Nyegqili;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101031;Nyengqiti;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101032;Qoyiya;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101033;Ravenscroft;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101034;Rwantsana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101035;Sebeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101036;Sidakeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101037;Sipetu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101038;Siyate;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101039;Xhibeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101040;Xopo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23101041;Xukula;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102000;Amanci SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102001;Bakhuba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102002;Bhononi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102003;Bhonxa;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102004;Bhungeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102005;Bulembu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102006;Dambeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102007;Diphini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102008;eMbangweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102009;Hlankomo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102010;KuBonga;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102011;KuGaqeleni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102012;KuNgqane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102013;KwaBhala;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102014;KwaMabofu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102015;Lalashe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102016;Lower Ndlaka;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102017;Lutsheko;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102018;Mabofu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102019;Madokazana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102020;Magqagqeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102021;Mboneni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102022;Mbongweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102023;Mfula;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102024;Mjelweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102025;Mnceba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102026;Mowa;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102027;Mpisini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102028;Mvenyane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102029;Mzalwaneni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102030;Ncama;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102031;Ncetshane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102032;Ndabazweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102033;Ndwana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102034;Ngqwashu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102035;Ntabeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102036;Qabeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102037;Saleni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102038;Sihlonyaneni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102039;Taleni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23102040;Upper Ndlantaka;Ntabankulu;O.R.Tambo;EASTERN CAPE
23103001;Sihlonganeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23104001;Qabeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105000;Lwandlolubomvu SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105001;Bomvini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105002;Buhlali;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105003;Bukazi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105004;Buwani;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105005;Caba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105006;Cacadu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105007;Cedarville;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105008;Choto;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105009;Cola;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105010;Coshe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105011;Cotsha;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105012;Dambeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105013;Dondi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105014;Drayini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105015;Dungu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105016;Egxeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105017;eManilaneni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105018;Ependlamoya;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105019;Gudeka;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105020;Gwangxu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105021;Koloni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105022;KuHokwane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105023;KuMakhola;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105024;KuManqokazi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105025;KuManzamnyama;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105026;KuNdile;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105027;KuNgcwamane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105028;KuNonyongothi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105029;KuNoxhungutshe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105030;KwaTsita;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105031;KwaZulu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105032;Lufafa;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105033;Lugadu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105034;Lugalakaxa;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105035;Lutambeko;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105036;Madokazana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105037;Madwaba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105038;Maqoyini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105039;Matshona;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105040;Mgqumangwe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105041;Mhlonyaneni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105042;Mjila;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105043;Mjiva;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105044;Mkumbi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105045;Mlaza;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105046;Mmangweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105047;Mngazana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105048;Mngcipongweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105049;Mngwemnyama;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105050;Mntlaneni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105051;Mpemba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105052;Mpunkone;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105053;Mtukukazi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105054;Mvukusi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105055;Mzumbane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105056;Mzwakasi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105057;Ndakeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105058;Ngalo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105059;Ngcabela;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105060;Ntlambashe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105061;Ntlangano;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105062;Ntshamanzi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105063;Ntshantsha;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105064;Nyati;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105065;Nyeweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105066;Nyiweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105067;Pungulelweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105068;Saphukanduka;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105069;Sikhulweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105070;Sikulu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105071;Siqhithini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105072;Siqhuma;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105073;Siyaya;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105074;Vane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23105075;Xamnyiba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106000;Ntlenzi SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106001;Buhlambo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106002;Cetshe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106003;Dedelo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106004;Lekwentaba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106005;Lundzwane;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106006;Lutambeko;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106007;Maamsi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106008;Magqagqeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106009;Manxiweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106010;Maramzeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106011;Mazeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106012;Mazotshweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106013;Mbongweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106014;Mfundisweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106015;Mfundisweni Mission;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106016;Mowa;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106017;Mtwaku;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106018;Ndikini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106019;Ntlekiseni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106020;Sikwateni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106021;Tambeko;Ntabankulu;O.R.Tambo;EASTERN CAPE
23106022;Tonti;Ntabankulu;O.R.Tambo;EASTERN CAPE
23107000;Tabankulu SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23108000;Tabankulu Town SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23108001;Tabankulu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109000;Xesibe SP;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109001;Bhungeni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109002;Bisi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109003;Bulembu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109004;Dedelo;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109005;Ezihewulweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109006;Gqazi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109007;KuMabongwana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109008;KuTela;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109009;Lubaleko;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109010;Macibi;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109011;Mambebevini;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109012;Mampondomiseni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109013;Mazotshweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109014;Mbongweni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109015;Mlambondaba;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109016;Mpelazwe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109017;Mruleni;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109018;Ndzimakwe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109019;Ntsangwe;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109020;Sarhonga;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109021;Sigalara;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109022;Spetu;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109023;Tshungwana;Ntabankulu;O.R.Tambo;EASTERN CAPE
23109024;Zindonga;Ntabankulu;O.R.Tambo;EASTERN CAPE
23201000;Amakwalo SP;Qaukeni ;O.R.Tambo;EASTERN CAPE
23201001;Bhuqa;Qaukeni ;O.R.Tambo;EASTERN CAPE
23201002;Esidwadweni;Qaukeni ;O.R.Tambo;EASTERN CAPE
23201003;Good Hope;Qaukeni ;O.R.Tambo;EASTERN CAPE
23201004;Kwabela;Qaukeni ;O.R.Tambo;EASTERN CAPE
