SP_CODE;SP_NAME;MN_NAME;DC_NAME;PR_NAME
10101000;Doringbaai SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10102000;Ebenhaesar SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10103000;Klawer SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10103001;Klawer Ward 12;Matzikama;West Coast District Municipality;WESTERN CAPE
10104000;Koekenaap SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10104001;Koekenaap;Matzikama;West Coast District Municipality;WESTERN CAPE
10105001;Lutzville BSB;Matzikama;West Coast District Municipality;WESTERN CAPE
10105002;Lutzville West;Matzikama;West Coast District Municipality;WESTERN CAPE
10105003;Uitkyk;Matzikama;West Coast District Municipality;WESTERN CAPE
10106000;Matzikama SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10106001;Klawer;Matzikama;West Coast District Municipality;WESTERN CAPE
10106002;Van Rhynsdorp NU;Matzikama;West Coast District Municipality;WESTERN CAPE
10106003;Vredenda NU;Matzikama;West Coast District Municipality;WESTERN CAPE
10106004;Vredendal NU;Matzikama;West Coast District Municipality;WESTERN CAPE
10107000;Strandfontein SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10108000;Vanrhynsdorp SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10108001;Maskamsig;Matzikama;West Coast District Municipality;WESTERN CAPE
10108002;Van Rhynsdorp AH;Matzikama;West Coast District Municipality;WESTERN CAPE
10109000;Vredendal Part 1 SP;Matzikama;West Coast District Municipality;WESTERN CAPE
10109001;Aiville Park;Matzikama;West Coast District Municipality;WESTERN CAPE
10109002;Joe Slovo Park;Matzikama;West Coast District Municipality;WESTERN CAPE
10109003;Vredendal;Matzikama;West Coast District Municipality;WESTERN CAPE
10110001;Vredendal AH;Matzikama;West Coast District Municipality;WESTERN CAPE
10111001;Vredendal North;Matzikama;West Coast District Municipality;WESTERN CAPE
10201001;Clanwilliam NU;Cederberg;West Coast District Municipality;WESTERN CAPE
10201002;Piketberg NU;Cederberg;West Coast District Municipality;WESTERN CAPE
10201003;Vredendal NU;Cederberg;West Coast District Municipality;WESTERN CAPE
10202000;Citrusdal SP;Cederberg;West Coast District Municipality;WESTERN CAPE
10202001;Heuwelsig;Cederberg;West Coast District Municipality;WESTERN CAPE
10203000;Clanwilliam SP;Cederberg;West Coast District Municipality;WESTERN CAPE
10203001;Hopland;Cederberg;West Coast District Municipality;WESTERN CAPE
10204000;Elandsbaai SP;Cederberg;West Coast District Municipality;WESTERN CAPE
10204001;Elandsbaai;Cederberg;West Coast District Municipality;WESTERN CAPE
10205001;Graaffwater North;Cederberg;West Coast District Municipality;WESTERN CAPE
10205002;Graaffwater South;Cederberg;West Coast District Municipality;WESTERN CAPE
10206000;Lamberts Bay SP;Cederberg;West Coast District Municipality;WESTERN CAPE
10206001;Lamberts Bay Ward 12;Cederberg;West Coast District Municipality;WESTERN CAPE
10206002;Lamberts Bay Ward 3;Cederberg;West Coast District Municipality;WESTERN CAPE
10301000;Aurora SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10302001;Piketberg NU;Bergrivier;West Coast District Municipality;WESTERN CAPE
10303000;De Hoek SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10304000;Dwarskersbos SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10305000;Eendekuil SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10306000;Goedverwacht SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10307000;Piketberg SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10307001;Moravia;Bergrivier;West Coast District Municipality;WESTERN CAPE
10308000;Porterville SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10308001;Monte Bertha;Bergrivier;West Coast District Municipality;WESTERN CAPE
10309000;Redelinghuys SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10310000;Velddrift SP;Bergrivier;West Coast District Municipality;WESTERN CAPE
10310001;Laaiplek;Bergrivier;West Coast District Municipality;WESTERN CAPE
10310002;Noordhoek;Bergrivier;West Coast District Municipality;WESTERN CAPE
10401001;Golden Mile;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10402000;Hopefield SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10402001;Elandslaagte;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10403000;Jacobsbaai SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10404000;Langebaan SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10404001;Panorama;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10405000;Oudekraalfontein SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10406000;Paternoster SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10407000;Saldanha SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10407001;Diazville;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10407002;Diazville RDP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10407003;Middelpos;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10407004;Parker's Town;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10407005;White City;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10408001;Hopefield NU;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10408002;Langebaan NU;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10408003;Vredenburg NU;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10409000;St Helena Bay SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10409001;Langville;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10409002;Sandy Bay;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10410000;Swartriet SP;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10411001;Louwville;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10411002;Rusfontein;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10411003;Tierkloof;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10411004;Vredenberg;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10411005;Witteklip;Saldanha Bay;West Coast District Municipality;WESTERN CAPE
10501000;Abbotsdale SP;Swartland;West Coast District Municipality;WESTERN CAPE
10501001;Teen die Bult;Swartland;West Coast District Municipality;WESTERN CAPE
10502000;Chatsworth SP;Swartland;West Coast District Municipality;WESTERN CAPE
10503000;Darling SP;Swartland;West Coast District Municipality;WESTERN CAPE
10503001;Nuwedorp;Swartland;West Coast District Municipality;WESTERN CAPE
10504000;Dassen Island SP;Swartland;West Coast District Municipality;WESTERN CAPE
10505000;Greater Chatsworth SP;Swartland;West Coast District Municipality;WESTERN CAPE
10506000;Ilinge Lethu SP;Swartland;West Coast District Municipality;WESTERN CAPE
10507000;Kalbaskraal SP;Swartland;West Coast District Municipality;WESTERN CAPE
10508001;Koringberg;Swartland;West Coast District Municipality;WESTERN CAPE
10509000;Malmesbury SP;Swartland;West Coast District Municipality;WESTERN CAPE
10509001;Doornkuil;Swartland;West Coast District Municipality;WESTERN CAPE
10509002;Malmesbury;Swartland;West Coast District Municipality;WESTERN CAPE
10509003;Myrtledene;Swartland;West Coast District Municipality;WESTERN CAPE
10509004;Wesbank;Swartland;West Coast District Municipality;WESTERN CAPE
10510000;Moorreesburg SP;Swartland;West Coast District Municipality;WESTERN CAPE
10510001;Bergsig;Swartland;West Coast District Municipality;WESTERN CAPE
10510002;Bothasig;Swartland;West Coast District Municipality;WESTERN CAPE
10510003;Doornkloof;Swartland;West Coast District Municipality;WESTERN CAPE
10510004;Rosenhof;Swartland;West Coast District Municipality;WESTERN CAPE
10510005;Steynsburg;Swartland;West Coast District Municipality;WESTERN CAPE
10511000;Riebeek-Kasteel SP;Swartland;West Coast District Municipality;WESTERN CAPE
10511001;Esterhof;Swartland;West Coast District Municipality;WESTERN CAPE
10512000;Riebeek-Wes SP;Swartland;West Coast District Municipality;WESTERN CAPE
10513001;Jakkalsfontein SH;Swartland;West Coast District Municipality;WESTERN CAPE
10513002;Malmesbury NU;Swartland;West Coast District Municipality;WESTERN CAPE
10513003;Moorreesburg NU;Swartland;West Coast District Municipality;WESTERN CAPE
10514000;The Grotto Bay SP;Swartland;West Coast District Municipality;WESTERN CAPE
10515000;Yzerfontein SP;Swartland;West Coast District Municipality;WESTERN CAPE
10601000;Bella Vista SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10602000;Ceres SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10602001;Skurweberg;Witzenberg;Boland District Municipality;WESTERN CAPE
10603001;Nduli;Witzenberg;Boland District Municipality;WESTERN CAPE
10604000;Meulstroom SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10605000;Op-die-Berg SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10606000;Paerde Kraal Bosreservaat SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10607000;Prince Alfred Hamlet SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10608000;Steinthal SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10609000;Tulbagh SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10609001;Chris Hani;Witzenberg;Boland District Municipality;WESTERN CAPE
10609002;Tulbagh;Witzenberg;Boland District Municipality;WESTERN CAPE
10609003;Witzenville;Witzenberg;Boland District Municipality;WESTERN CAPE
10610001;Ceres NU;Witzenberg;Boland District Municipality;WESTERN CAPE
10610002;Tulbagh NU;Witzenberg;Boland District Municipality;WESTERN CAPE
10610003;Worcester NU;Witzenberg;Boland District Municipality;WESTERN CAPE
10611000;Wolseley SP;Witzenberg;Boland District Municipality;WESTERN CAPE
10611001;Dwarsrivier;Witzenberg;Boland District Municipality;WESTERN CAPE
10611002;Montana;Witzenberg;Boland District Municipality;WESTERN CAPE
10611003;Pine Valley;Witzenberg;Boland District Municipality;WESTERN CAPE
10701000;Dal Josafat Forest Reserve SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10702001;Paarl NU;Drakenstein;Boland District Municipality;WESTERN CAPE
10702002;Wellington NU;Drakenstein;Boland District Municipality;WESTERN CAPE
10703001;Drommedaris;Drakenstein;Boland District Municipality;WESTERN CAPE
10704000;Gouda SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10705000;Mbekweni SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10705001;Mbekweni;Drakenstein;Boland District Municipality;WESTERN CAPE
10706000;Paarl SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10706001;Amstelhof;Drakenstein;Boland District Municipality;WESTERN CAPE
10706002;Charlston Hill;Drakenstein;Boland District Municipality;WESTERN CAPE
10706003;Chicago;Drakenstein;Boland District Municipality;WESTERN CAPE
10706004;Courtrai;Drakenstein;Boland District Municipality;WESTERN CAPE
10706005;Dal Josafat Industrial;Drakenstein;Boland District Municipality;WESTERN CAPE
10706006;Dalvale;Drakenstein;Boland District Municipality;WESTERN CAPE
10706007;De Zoete Inval;Drakenstein;Boland District Municipality;WESTERN CAPE
10706008;Denneburg;Drakenstein;Boland District Municipality;WESTERN CAPE
10706009;Dennenburg;Drakenstein;Boland District Municipality;WESTERN CAPE
10706010;Drommedaris;Drakenstein;Boland District Municipality;WESTERN CAPE
10706011;Fairyland;Drakenstein;Boland District Municipality;WESTERN CAPE
10706012;Groenheuwel;Drakenstein;Boland District Municipality;WESTERN CAPE
10706013;Groenvlei;Drakenstein;Boland District Municipality;WESTERN CAPE
10706014;Huguenot;Drakenstein;Boland District Municipality;WESTERN CAPE
10706015;Kingston Town;Drakenstein;Boland District Municipality;WESTERN CAPE
10706016;Klein Nederburg;Drakenstein;Boland District Municipality;WESTERN CAPE
10706017;Klein Parys;Drakenstein;Boland District Municipality;WESTERN CAPE
10706018;Langvlei;Drakenstein;Boland District Municipality;WESTERN CAPE
10706019;Lemoenkloof;Drakenstein;Boland District Municipality;WESTERN CAPE
10706020;Mbekweni;Drakenstein;Boland District Municipality;WESTERN CAPE
10706021;Milky town;Drakenstein;Boland District Municipality;WESTERN CAPE
10706022;New Orleans;Drakenstein;Boland District Municipality;WESTERN CAPE
10706023;Northern Paarl;Drakenstein;Boland District Municipality;WESTERN CAPE
10706024;Paarl Central East;Drakenstein;Boland District Municipality;WESTERN CAPE
10706025;Paarl Central West;Drakenstein;Boland District Municipality;WESTERN CAPE
10706026;Paarl East;Drakenstein;Boland District Municipality;WESTERN CAPE
10706027;Smartie town;Drakenstein;Boland District Municipality;WESTERN CAPE
10706028;Suider Paarl;Drakenstein;Boland District Municipality;WESTERN CAPE
10706029;Vrykyk;Drakenstein;Boland District Municipality;WESTERN CAPE
10707000;Paarlberg Nature Reserve SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10708000;Saron SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10709000;Victor Verster SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10710000;Wellington SP;Drakenstein;Boland District Municipality;WESTERN CAPE
10710001;Berg-En-Dal;Drakenstein;Boland District Municipality;WESTERN CAPE
10710002;Dalvale;Drakenstein;Boland District Municipality;WESTERN CAPE
10710003;Hillcrest;Drakenstein;Boland District Municipality;WESTERN CAPE
10710004;Van Wyks Vlei;Drakenstein;Boland District Municipality;WESTERN CAPE
10710005;Wellington Central;Drakenstein;Boland District Municipality;WESTERN CAPE
10710006;Wellington North;Drakenstein;Boland District Municipality;WESTERN CAPE
10710007;Wellington Open Space;Drakenstein;Boland District Municipality;WESTERN CAPE
10801000;Franschhoek SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10801001;Franschhoek South;Stellenbosch;Boland District Municipality;WESTERN CAPE
10802001;Franschhoek North;Stellenbosch;Boland District Municipality;WESTERN CAPE
10802002;Groendal;Stellenbosch;Boland District Municipality;WESTERN CAPE
10803000;Hottentotsholland Nature Reserve SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10804001;Webersvallei;Stellenbosch;Boland District Municipality;WESTERN CAPE
10805000;Jonkershoek State Forest SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10806000;Khayamandi SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10806001;Khayamandi;Stellenbosch;Boland District Municipality;WESTERN CAPE
10807000;Klapmuts SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10807001;Bennetsville;Stellenbosch;Boland District Municipality;WESTERN CAPE
10808000;Kylemore SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10808001;Kylemore;Stellenbosch;Boland District Municipality;WESTERN CAPE
10809000;Languedoc SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10810000;Mountain Breeze Caravan Park SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10811000;Pniel SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10811001;Pniel;Stellenbosch;Boland District Municipality;WESTERN CAPE
10812000;Robertsvlei SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10813000;Simonsberg Forest Reserve SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814000;Stellenbosch Part 1 SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814001;Arbeidslus;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814002;Brandwacht;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814003;Cloetesville;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814004;Coetzenburg;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814005;Coetzenburg Stadium;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814006;Dalsig;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814007;Devon Park;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814008;Devonvallei;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814009;Die Boord;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814010;Green Oaks;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814011;Idas Valley;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814012;Karindal;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814013;Kleingeluk;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814014;Krigeville;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814015;Kromrivier;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814017;La Colline;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814018;Mostertsdrift;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814019;Onder Papegaaiberg;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814021;Papegaaiberg;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814022;Papegaaiberg Industrial Park;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814023;Paradyskloof;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814024;Plankenbrug;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814025;Rozendal;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814026;Simonswyk;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814028;Stellenbosch Central;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814030;Uniepark;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814031;Welgelegen;Stellenbosch;Boland District Municipality;WESTERN CAPE
10814032;Weltevrede;Stellenbosch;Boland District Municipality;WESTERN CAPE
10815000;Wemmershoek SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10816000;Wemmershoek Forest Reserve SP;Stellenbosch;Boland District Municipality;WESTERN CAPE
10817016;Kuilsrivier NU;Stellenbosch;Boland District Municipality;WESTERN CAPE
10817020;Paarl NU;Stellenbosch;Boland District Municipality;WESTERN CAPE
10817027;Somerset West NU;Stellenbosch;Boland District Municipality;WESTERN CAPE
10817029;Stellenbosch NU;Stellenbosch;Boland District Municipality;WESTERN CAPE
10901000;Brandvlei SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10901001;Brandvlei Prison;Breede Valley;Boland District Municipality;WESTERN CAPE
10902001;Worcester NU;Breede Valley;Boland District Municipality;WESTERN CAPE
10903000;De Doorns SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10903001;De Doorns East;Breede Valley;Boland District Municipality;WESTERN CAPE
10903002;Ekupuvmeleni;Breede Valley;Boland District Municipality;WESTERN CAPE
10903003;Hassie Square;Breede Valley;Boland District Municipality;WESTERN CAPE
10904000;Haweqwas State Forest SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10905000;Rawsonville SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10906000;Riviersonderend State Forest SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10907000;Touwsrivier SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10907001;Touwsrivier CSB;Breede Valley;Boland District Municipality;WESTERN CAPE
10908000;Worcester SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10908001;Avian Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908002;Bergsig;Breede Valley;Boland District Municipality;WESTERN CAPE
10908003;Esselen Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908004;Fairy Glen / Reunie Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908005;Florian Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908006;Hexpark;Breede Valley;Boland District Municipality;WESTERN CAPE
10908007;Hospital Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908008;Hospital Park/ Hospital Hill;Breede Valley;Boland District Municipality;WESTERN CAPE
10908009;Johnsons Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908010;Langerug;Breede Valley;Boland District Municipality;WESTERN CAPE
10908011;Meirings Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908012;Noble Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908013;Paglande;Breede Valley;Boland District Municipality;WESTERN CAPE
10908014;Panorama;Breede Valley;Boland District Municipality;WESTERN CAPE
10908015;Parkersdam;Breede Valley;Boland District Municipality;WESTERN CAPE
10908016;Reunion Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908017;Riverview;Breede Valley;Boland District Municipality;WESTERN CAPE
10908018;Rolihlahla;Breede Valley;Boland District Municipality;WESTERN CAPE
10908019;Roodewal;Breede Valley;Boland District Municipality;WESTERN CAPE
10908020;Roux Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908021;Somerset Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908022;Van Riebeeck Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908023;Victoria Park;Breede Valley;Boland District Municipality;WESTERN CAPE
10908024;Worcester Central;Breede Valley;Boland District Municipality;WESTERN CAPE
10908025;Worcester West;Breede Valley;Boland District Municipality;WESTERN CAPE
10909000;Zweletemba SP;Breede Valley;Boland District Municipality;WESTERN CAPE
10909001;Mandela Square;Breede Valley;Boland District Municipality;WESTERN CAPE
10909002;Zweletemba;Breede Valley;Boland District Municipality;WESTERN CAPE
11001000;Ashton SP;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11001001;New Look;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11002000;Bonnievale SP;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11002001;Happy Valley;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11003001;Bonnievale NU;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11003002;Montagu NU;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11003003;Robertson NU;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11004000;McGregor SP;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11005000;Montagu SP;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11005001;Ashbury;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11005002;Bergsig;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11006001;Nkqubela;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11007000;Robertson SP;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11008000;Waterval Staatbos SP;Breede River/Winelands;Boland District Municipality;WESTERN CAPE
11101000;Bosmanskloof SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11102000;Botrivier SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11103000;Caledon SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11103001;Bergsig;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11104000;Dennehof SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11105000;Elgin Forest Reserve SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11106000;Genadendal SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11106001;Bereaville;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107000;Grabouw SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107001;Beverley Hills;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107002;Dennekruin;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107003;Grabouw WSB;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107004;Pineview;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107005;Rooidakkies;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107006;Snake Park;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107007;Steenbras;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107008;Swannie River;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11107009;Waterwerke;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11108000;Greyton SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11109000;Hottentotsholland Nature Reserve SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11110000;Lebanon State Forest SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11111000;Middleton SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11112000;Nuweberg State Forest SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11113000;Riviersonderend SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11113001;Oestegroot;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11113002;Riviersonderend;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11114000;Riviersonderend State Forest SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11115001;Caledon NU;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11115002;Villiersdorp NU;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11116000;Villiersdorp SP;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11116001;Goniwe Park;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11116002;Nuwedorp;Theewaterskloof;Overberg District Municipality;WESTERN CAPE
11201000;Betty's Bay SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11201001;Harold Porter Botanical Garden;Overstrand;Overberg District Municipality;WESTERN CAPE
11201002;Klipkop;Overstrand;Overberg District Municipality;WESTERN CAPE
11201003;Sunny Seas Estates;Overstrand;Overberg District Municipality;WESTERN CAPE
11202001;Birkenhead;Overstrand;Overberg District Municipality;WESTERN CAPE
11203000;Eluxolweni SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11204000;Fernkloof Nature Reserve SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11205001;Lake Marina;Overstrand;Overberg District Municipality;WESTERN CAPE
11206000;Franskraalstrand SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11206001;Klipfontein Phase 1;Overstrand;Overberg District Municipality;WESTERN CAPE
11207000;Gansbaai SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11207001;Blompark;Overstrand;Overberg District Municipality;WESTERN CAPE
11207002;Die Kelders;Overstrand;Overberg District Municipality;WESTERN CAPE
11207003;Gansbaai;Overstrand;Overberg District Municipality;WESTERN CAPE
11207004;Groenewaldskema;Overstrand;Overberg District Municipality;WESTERN CAPE
11207005;Perlemoenbaai;Overstrand;Overberg District Municipality;WESTERN CAPE
11208000;Hawston SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11209000;Hermanus SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11209001;Fernkloof Nature Reserve;Overstrand;Overberg District Municipality;WESTERN CAPE
11209002;Mount Pleasant;Overstrand;Overberg District Municipality;WESTERN CAPE
11209003;Voelklip;Overstrand;Overberg District Municipality;WESTERN CAPE
11210000;Highlands State Forest SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11211000;Kleinbaai SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11212000;Kleinmond SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11212001;Protea;Overstrand;Overberg District Municipality;WESTERN CAPE
11213000;Kogelberg State Forest SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11214000;Maanskynkop Nature Reserve SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11215000;Masakhane SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11216000;Onrusrivier SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11216001;Vermont;Overstrand;Overberg District Municipality;WESTERN CAPE
11217001;Bredasdorp NU;Overstrand;Overberg District Municipality;WESTERN CAPE
11217002;Caledon NU;Overstrand;Overberg District Municipality;WESTERN CAPE
11217003;Hermanus NU;Overstrand;Overberg District Municipality;WESTERN CAPE
11218000;Paarde Poort Staatbos SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11219000;Perly Beach SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11220000;Pringle Bay SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11221000;Rooi Els SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11222000;Salmonsdam Nature Reserve SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11223000;Sandbaai SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11224000;Silver Sands SP;Overstrand;Overberg District Municipality;WESTERN CAPE
